Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,text
45054260,2019-11-30T22:28:44.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11220,6005 5 AVENUE,5 AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2019-11-30T00:00:00.000,07 BROOKLYN,3057830008,BROOKLYN,979736,172217,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.63937133577816,-74.01626473312574,"{'longitude': '-74.01626473312574', 'latitude': '40.63937133577816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER APARTMENT ONLY The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.
45050903,2019-11-30T22:28:43.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10009,107 AVENUE D,AVENUE D,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2019-11-30T00:00:00.000,03 MANHATTAN,1003770037,MANHATTAN,990851,202868,PHONE,Unspecified,MANHATTAN,,,,,,,,40.723500044346906,-73.97618541544186,"{'longitude': '-73.97618541544186', 'latitude': '40.723500044346906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER ENTIRE BUILDING The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.
45051310,2019-11-30T22:28:42.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11218,779 EAST    2 STREET,EAST    2 STREET,AVENUE F,18 AVENUE,AVENUE F,18 AVENUE,,BROOKLYN,EAST    2 STREET,,In Progress,,,,14 BROOKLYN,3054090046,BROOKLYN,990861,169546,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.63203869236025,-73.97618202548566,"{'longitude': '-73.97618202548566', 'latitude': '40.63203869236025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Illegal Parking Blocked Sidewalk
45054423,2019-11-30T22:28:34.000,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11385,66-55 60 PLACE,60 PLACE,WOODBINE STREET,MADISON STREET,WOODBINE STREET,MADISON STREET,,RIDGEWOOD,60 PLACE,,In Progress,,,,05 QUEENS,4035290002,QUEENS,1011870,196712,ONLINE,Unspecified,QUEENS,,,,,,,,40.7065626512271,-73.90037996754987,"{'longitude': '-73.90037996754987', 'latitude': '40.7065626512271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Illegal Parking Commercial Overnight Parking
45050309,2019-11-30T22:28:24.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10465,3604 EAST TREMONT AVENUE,EAST TREMONT AVENUE,SULLIVAN PLACE,SCOTT PLACE,SULLIVAN PLACE,SCOTT PLACE,,BRONX,EAST TREMONT AVENUE,,In Progress,,,,10 BRONX,2055430024,BRONX,1032842,241256,PHONE,Unspecified,BRONX,,,,,,,,40.82873379180859,-73.82441611508632,"{'longitude': '-73.82441611508632', 'latitude': '40.82873379180859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Commercial Loud Music/Party
45051752,2019-11-30T22:28:02.000,2019-12-01T01:35:47.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11105,20-30 STEINWAY STREET,STEINWAY STREET,20 AVENUE,20 ROAD,20 AVENUE,20 ROAD,,ASTORIA,STEINWAY STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,2019-12-01T06:35:52.000,01 QUEENS,4008090045,QUEENS,1011258,221933,MOBILE,Unspecified,QUEENS,,,,,,,,40.775789861408725,-73.90248606662297,"{'longitude': '-73.90248606662297', 'latitude': '40.775789861408725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Commercial Loud Music/Party The Police Department responded to the complaint and with the information available observed no evid
45052153,2019-11-30T22:27:53.000,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10453,1983 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST  179 STREET,BEND,WEST  179 STREET,BEND,,BRONX,SEDGWICK AVENUE,,In Progress,,,,05 BRONX,2032300016,BRONX,1007438,251431,PHONE,Unspecified,BRONX,,,,,,,,40.856764407086786,-73.91617647069057,"{'longitude': '-73.91617647069057', 'latitude': '40.856764407086786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Talking
45054420,2019-11-30T22:27:25.000,2019-12-01T01:33:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,,10001,250 WEST   26 STREET,WEST   26 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,,NEW YORK,WEST   26 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,2019-12-01T06:33:10.000,04 MANHATTAN,1007750064,MANHATTAN,985440,211286,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74660776169317,-73.99570531966117,"{'longitude': '-73.99570531966117', 'latitude': '40.74660776169317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Street/Sidewalk Loud Talking The Police Department responded to the complaint and with the information available observed no evid
45051162,2019-11-30T22:27:04.000,,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10027,406 WEST  129 STREET,WEST  129 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2019-11-30T00:00:00.000,09 MANHATTAN,1019680046,MANHATTAN,997597,235752,PHONE,Unspecified,MANHATTAN,,,,,,,,40.81375045205868,-73.95178241162931,"{'longitude': '-73.95178241162931', 'latitude': '40.81375045205868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,GENERAL BELL/BUZZER/INTERCOM The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.
45053909,2019-11-30T22:26:25.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10024,142 WEST   83 STREET,WEST   83 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2019-11-30T00:00:00.000,07 MANHATTAN,1012130051,MANHATTAN,991206,225299,PHONE,Unspecified,MANHATTAN,,,,,,,,40.78506716403211,-73.97488146834992,"{'longitude': '-73.97488146834992', 'latitude': '40.78506716403211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER ENTIRE BUILDING The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.
45050549,2019-11-30T22:26:24.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11379,78-32 69 AVENUE,69 AVENUE,78 STREET,79 STREET,78 STREET,79 STREET,,MIDDLE VILLAGE,69 AVENUE,,In Progress,,,,05 QUEENS,4037970023,QUEENS,1019098,197868,ONLINE,Unspecified,QUEENS,,,,,,,,40.70971008022348,-73.8743040096813,"{'longitude': '-73.8743040096813', 'latitude': '40.70971008022348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45050123,2019-11-30T22:26:22.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10468,2328 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2019-11-30T00:00:00.000,07 BRONX,2032120042,BRONX,1010171,253062,PHONE,Unspecified,BRONX,,,,,,,,40.861233408768975,-73.9062905039923,"{'longitude': '-73.9062905039923', 'latitude': '40.861233408768975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER APARTMENT ONLY The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.
45049258,2019-11-30T22:26:16.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Restaurant/Bar/Deli/Bakery,10462,736 LYDIG AVENUE,LYDIG AVENUE,CRUGER AVENUE,HOLLAND AVENUE,CRUGER AVENUE,HOLLAND AVENUE,,BRONX,LYDIG AVENUE,,In Progress,,,,11 BRONX,2042880035,BRONX,1021258,250609,ONLINE,Unspecified,BRONX,,,,,,,,40.85446115082878,-73.86622242194446,"{'longitude': '-73.86622242194446', 'latitude': '40.85446115082878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Smoking Smoking Violation
45051828,2019-11-30T22:25:59.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10027,406 WEST  129 STREET,WEST  129 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2019-11-30T00:00:00.000,09 MANHATTAN,1019680046,MANHATTAN,997597,235752,PHONE,Unspecified,MANHATTAN,,,,,,,,40.81375045205868,-73.95178241162931,"{'longitude': '-73.95178241162931', 'latitude': '40.81375045205868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER APARTMENT ONLY The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.
45049762,2019-11-30T22:25:54.000,2019-12-01T00:29:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11218,785 EAST    2 STREET,EAST    2 STREET,AVENUE F,18 AVENUE,AVENUE F,18 AVENUE,,BROOKLYN,EAST    2 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,2019-12-01T05:29:55.000,14 BROOKLYN,3054090044,BROOKLYN,990867,169504,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.63192340677377,-73.9761604499912,"{'longitude': '-73.9761604499912', 'latitude': '40.63192340677377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Illegal Parking Blocked Sidewalk The Police Department responded to the complaint and with the information available observed no evid
45052677,2019-11-30T22:25:53.000,2019-11-30T23:21:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,851 CROWN STREET,CROWN STREET,FORD STREET,ROCHESTER AVENUE,FORD STREET,ROCHESTER AVENUE,,BROOKLYN,CROWN STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2019-12-01T04:21:54.000,09 BROOKLYN,3014150144,BROOKLYN,1003928,181603,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.66511314383885,-73.92906934710929,"{'longitude': '-73.92906934710929', 'latitude': '40.66511314383885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party The Police Department responded and upon arrival those responsible for the condition were gone.
45053580,2019-11-30T22:25:43.000,2019-11-30T22:55:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11104,43-04 48 STREET,48 STREET,43 AVENUE,QUEENS BOULEVARD,43 AVENUE,QUEENS BOULEVARD,,SUNNYSIDE,48 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2019-12-01T03:55:22.000,02 QUEENS,4001400025,QUEENS,1007371,210495,ONLINE,Unspecified,QUEENS,,,,,,,,40.744406520031475,-73.9165596317009,"{'longitude': '-73.9165596317009', 'latitude': '40.744406520031475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party The Police Department responded to the complaint and took action to fix the condition.
45050889,2019-11-30T22:25:41.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,2820 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2019-11-30T00:00:00.000,07 BRONX,2033040146,BRONX,1014222,256119,MOBILE,Unspecified,BRONX,,,,,,,,40.86961111599137,-73.89163168663146,"{'longitude': '-73.89163168663146', 'latitude': '40.86961111599137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER ENTIRE BUILDING The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.
45053577,2019-11-30T22:25:35.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10037,63 WEST  131 STREET,WEST  131 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,,NEW YORK,WEST  131 STREET,,In Progress,,,,10 MANHATTAN,1017290009,MANHATTAN,1000486,234752,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8110008940335,-73.94134798516042,"{'longitude': '-73.94134798516042', 'latitude': '40.8110008940335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45049657,2019-11-30T22:25:33.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10471,6141 BROADWAY,BROADWAY,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2019-11-30T00:00:00.000,08 BRONX,2058141195,BRONX,1012843,265269,PHONE,Unspecified,BRONX,,,,,,,,40.89472957127807,-73.89657860603738,"{'longitude': '-73.89657860603738', 'latitude': '40.89472957127807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER ENTIRE BUILDING The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.
45049712,2019-11-30T22:25:24.000,2019-12-01T00:02:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,647 EAST   11 STREET,EAST   11 STREET,AVENUE B,AVENUE C,AVENUE B,AVENUE C,,NEW YORK,EAST   11 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,2019-12-01T05:02:28.000,03 MANHATTAN,1003940044,MANHATTAN,990437,204041,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72671994370546,-73.97767793462425,"{'longitude': '-73.97767793462425', 'latitude': '40.72671994370546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party The Police Department responded to the complaint and with the information available observed no evid
45051309,2019-11-30T22:25:24.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11103,42-18 31 AVENUE,31 AVENUE,42 STREET,43 STREET,42 STREET,43 STREET,,ASTORIA,31 AVENUE,,In Progress,,,,01 QUEENS,4006920043,QUEENS,1007721,216342,MOBILE,Unspecified,QUEENS,,,,,,,,40.76045412454783,-73.91527612392564,"{'longitude': '-73.91527612392564', 'latitude': '40.76045412454783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Commercial Loud Music/Party
45049290,2019-11-30T22:25:07.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,159 WEST  175 STREET,WEST  175 STREET,MONTGOMERY AVENUE,POPHAM AVENUE,MONTGOMERY AVENUE,POPHAM AVENUE,,BRONX,WEST  175 STREET,,In Progress,,,,05 BRONX,2028770339,BRONX,1006143,248400,PHONE,Unspecified,BRONX,,,,,,,,40.84844852235429,-73.9208677302526,"{'longitude': '-73.9208677302526', 'latitude': '40.84844852235429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45049879,2019-11-30T22:25:00.000,,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11106,34-06 32 STREET,32 STREET,34 AVE,35 AVE,,,ADDRESS,Astoria,,,Open,,,,01 QUEENS,4006080029,QUEENS,1004556,215810,ONLINE,Unspecified,QUEENS,,,,,,,,40.75900175700807,-73.92670250746377,"{'longitude': '-73.92670250746377', 'latitude': '40.75900175700807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise Noise: Alarms (NR3)
45052553,2019-11-30T22:24:29.000,2019-12-01T00:33:16.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11218,4210 18 AVENUE,18 AVENUE,EAST    3 STREET,EAST    2 STREET,EAST    3 STREET,EAST    2 STREET,,BROOKLYN,18 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,2019-12-01T05:33:21.000,14 BROOKLYN,3054090036,BROOKLYN,991087,169388,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.631604844259634,-73.97536795745495,"{'longitude': '-73.97536795745495', 'latitude': '40.631604844259634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Commercial Loud Music/Party The Police Department responded to the complaint and with the information available observed no evid
45052218,2019-11-30T22:24:07.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,2205 WALTON AVENUE,WALTON AVENUE,CAMERON PLACE,EAST  182 STREET,CAMERON PLACE,EAST  182 STREET,,BRONX,WALTON AVENUE,,In Progress,,,,05 BRONX,2031860027,BRONX,1010826,251348,PHONE,Unspecified,BRONX,,,,,,,,40.856527048529856,-73.9039293483109,"{'longitude': '-73.9039293483109', 'latitude': '40.856527048529856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45053231,2019-11-30T22:23:58.000,2019-11-30T23:12:21.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11231,354 UNION STREET,UNION STREET,SMITH STREET,HOYT STREET,SMITH STREET,HOYT STREET,,BROOKLYN,UNION STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,2019-12-01T04:12:24.000,06 BROOKLYN,3004360019,BROOKLYN,986153,187503,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68132898204771,-73.9931388433543,"{'longitude': '-73.9931388433543', 'latitude': '40.68132898204771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Banging/Pounding The Police Department responded to the complaint and determined that police action was not necessary
45053514,2019-11-30T22:23:49.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,,10472,1334 METCALF AVENUE,METCALF AVENUE,EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,,BRONX,METCALF AVENUE,,In Progress,,,,09 BRONX,2038700019,BRONX,1019292,242754,PHONE,Unspecified,BRONX,,,,,,,,40.83290952100698,-73.87337021163667,"{'longitude': '-73.87337021163667', 'latitude': '40.83290952100698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Blocked Driveway No Access
45051320,2019-11-30T22:23:19.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10453,140 MORTON PLACE,MORTON PLACE,HARRISON AVENUE,UNIVERSITY AVENUE,HARRISON AVENUE,UNIVERSITY AVENUE,,BRONX,MORTON PLACE,,In Progress,,,,05 BRONX,2028680080,BRONX,1008011,249231,PHONE,Unspecified,BRONX,,,,,,,,40.85072454130554,-73.91411290158658,"{'longitude': '-73.91411290158658', 'latitude': '40.85072454130554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Blocked Driveway No Access
45049779,2019-11-30T22:23:15.000,2019-11-30T22:39:16.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11433,150-16 109 AVENUE,109 AVENUE,SUTPHIN BOULEVARD,153 STREET,SUTPHIN BOULEVARD,153 STREET,,JAMAICA,109 AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,2019-12-01T03:39:18.000,12 QUEENS,4121400012,QUEENS,1040296,191334,PHONE,Unspecified,QUEENS,,,,,,,,40.69166694392555,-73.79789787275732,"{'longitude': '-73.79789787275732', 'latitude': '40.69166694392555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Blocked Driveway No Access The Police Department issued a summons in response to the complaint.
45051684,2019-11-30T22:22:50.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,2328 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2019-11-30T00:00:00.000,07 BRONX,2032120042,BRONX,1010171,253062,ONLINE,Unspecified,BRONX,,,,,,,,40.861233408768975,-73.9062905039923,"{'longitude': '-73.9062905039923', 'latitude': '40.861233408768975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER ENTIRE BUILDING The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.
45054822,2019-11-30T22:22:34.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11102,18-15 25 ROAD,25 ROAD,,,,,ADDRESS,Astoria,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2019-11-30T00:00:00.000,01 QUEENS,4008880013,QUEENS,1004709,221594,PHONE,Unspecified,QUEENS,,,,,,,,40.77487697990095,-73.9261326259521,"{'longitude': '-73.9261326259521', 'latitude': '40.77487697990095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER APARTMENT ONLY The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.
45049938,2019-11-30T22:22:31.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11226,1062 ROGERS AVENUE,ROGERS AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2019-11-30T00:00:00.000,17 BROOKLYN,3051700022,BROOKLYN,997636,173909,PHONE,Unspecified,BROOKLYN,,,,,,,,40.644006547094044,-73.95176454320344,"{'longitude': '-73.95176454320344', 'latitude': '40.644006547094044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,PAINT/PLASTER CEILING The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.
45051104,2019-11-30T22:22:26.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11233,633 HANCOCK STREET,HANCOCK STREET,,,,,ADDRESS,BROOKLYN,,,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2019-11-30T00:00:00.000,03 BROOKLYN,3016560048,BROOKLYN,1003615,188785,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68482680080217,-73.93017694072466,"{'longitude': '-73.93017694072466', 'latitude': '40.68482680080217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER APARTMENT ONLY The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.
45054427,2019-11-30T22:22:24.000,2019-12-01T01:45:21.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Store/Commercial,11101,30-46 NORTHERN BOULEVARD,NORTHERN BOULEVARD,40 ROAD,31 STREET,40 ROAD,31 STREET,,LONG ISLAND CITY,NORTHERN BOULEVARD,,Closed,,The Police Department reviewed your complaint and provided additional information below.,2019-12-01T06:45:24.000,01 QUEENS,4002390098,QUEENS,1002454,212992,PHONE,Unspecified,QUEENS,,,,,,,,40.751271643716066,-73.93429761201092,"{'longitude': '-73.93429761201092', 'latitude': '40.751271643716066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Non-Emergency Police Matter Trespassing The Police Department reviewed your complaint and provided additional information below.
45053729,2019-11-30T22:22:22.000,2019-12-01T00:09:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,2656 EAST   13 STREET,EAST   13 STREET,AVENUE Z,BELT PARKWAY WB EN E   13 ST,AVENUE Z,BELT PARKWAY WB EN E   13 ST,,BROOKLYN,EAST   13 STREET,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,2019-12-01T05:09:58.000,15 BROOKLYN,3074570030,BROOKLYN,996480,152963,PHONE,Unspecified,BROOKLYN,,,,,,,,40.586515790656044,-73.95596804234161,"{'longitude': '-73.95596804234161', 'latitude': '40.586515790656044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Illegal Parking Blocked Hydrant This complaint does not fall under the Police Department's jurisdiction.
45053001,2019-11-30T22:22:18.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11366,75-54 190 STREET,190 STREET,75 AVENUE,UNION TURNPIKE,75 AVENUE,UNION TURNPIKE,,FRESH MEADOWS,190 STREET,,In Progress,,Your complaint has been received by the Police Department and additional information will be availab,2019-12-01T05:33:58.000,08 QUEENS,4072060029,QUEENS,1045269,205556,ONLINE,Unspecified,QUEENS,,,,,,,,40.73066994062538,-73.7798363883456,"{'longitude': '-73.7798363883456', 'latitude': '40.73066994062538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party Your complaint has been received by the Police Department and additional information will be availab
